source_text,translated_text
"Me informaram que ocorreu um problema na entrega, e até agora não entraram em contato comigo para esclarecer o que houve.
Até agora não recebi o produto.","他們告訴我交貨有問題，到目前為止他們還沒有聯繫我澄清發生了什麼事。
到目前為止我還沒有收到產品。"
Qualidade do produto inferior ao desejado!,產品品質低於預期！
O produto não veio uma uma caixa. Como sempre compro de revendedora não sei se é assim mesmo. Mas vou testar o produto para ver se realmente é original. Pois há falsificações frequentes deste produto.,該產品沒有裝在盒子裡。因為我總是從經銷商那裡購買，所以我不知道是否是這樣。但我會測試該產品，看看它是否真的是原廠的。由於該產品經常出現假冒產品。
Gostei e recomendo !!!,我喜歡它並且推薦它！
"O PRODUTO VEIO COM O TAMANHO ESCRITO ERRADO DO QUE FOI PEDIDO, POREM SERVIU.
COMPREI PARA SAMSUMG 10,1 E VEIO SAMSUMG 7,5","該產品的尺寸與訂購時的尺寸不符，但它合適。
我購買的是 SAMSUMG 10.1，現在是 SAMSUMG 7.5"
"Poderia vir com as borrachas que amortecem na parte de baixo, mas tranquilo. Produto atende tão bem quanto um original de fábrica",它可能配有橡膠墊來緩衝底部，但沒問題。產品與原廠產品一樣好用
Só atrasou por causa dos correios,只是因為郵局所以耽誤了
"O livro chegou bem antes do prazo estipulado, veio bem embalado e o conteúdo é excelente. Fiquei muito satisfeita!",這本書在規定的截止日期前就到達了，包裝很好，內容也很棒。我很滿意！
"esperava pelo preço que o produto fosse melhor.
o material é de baixa qualidade e a tampa fica meio solta. não gostei pelo preço absurdo. nao vale a pena.","我預計產品的價格會更好。
材質品質低劣，蓋子有點鬆。我不喜歡它，因為它的價格荒謬。這是不值得的。"
A embalagem do produto não veio devidamente lacrada . Não tenho certeza se é original,產品包裝​​未正確密封。我不確定它是否是原創的
"O produto é bom, mas peca um pouco na dificuldade de olhar a hora.",產品不錯，但是查看時間有點困難。
"Interponde entrega foi bem grande e mesmo assim nanotecnologia o produto.
Estou acompanhando e ainda nem chegou no Rio.","Interpone 的釋出量相當大，但即便如此，該產品仍屬於奈米技術。
我正在跟踪，它甚至還沒有到達裡約。"
"Comprei 2 conforme pedido. Recebi apenas 1. Inclusive a nota fiscal é só de 1. Já foi enviado um e-mail pra stark sobre o fato, aguardando retorno.",我照要求買了2個。我只收到 1 個。連發票也只是 1 張。已經向 Stark 發送了一封電子郵件說明這一事實，正在等待回复。
Recomendo este produto.,我推薦這個產品。
"A equipe esta de parabéns ,preços bom, entrega rápida produto de qualidade .
Recomendo e aprovo.","恭喜團隊，價格優惠，交貨快捷，產品優質。
我推薦並認可。"
entrega muitooooo demoradaa. não recomendo.,交貨非常慢。我不推薦它。
"Pessimo! Comprei 3 rolos de papel de parede de um mesmo modelo, só chegou 1 na caixa, sem Nota Fiscal e a embalagem do papel está com o lacre violado e sem etiqueta de identificação do produto!",糟糕的！我買了3卷同型號的壁紙，只有一捲到箱，沒有發票，紙質包裝封條破損，沒有產品識別標籤！
"Ótimo produto, se vc quiser presentear o seu pequeno e não quer gastar muito recomendo.",很棒的產品，如果您想給您的小寶貝送一份禮物，又不想花很多錢，我推薦它。
O produto é bom e a entrega foi rápida,產品很好，交貨很快
Produto lindo.maior do que eu imaginei.mto satisfeita,漂亮的產品。比我想像的還要大。非常滿意
Quadros lindos e de boa qualidade.,美麗且品質好的圖片。
Este produto era o que eu esperava,這個產品正是我所期望的
Apesar da maleta ser menor do que imaginei; fiquei satisfeita! Recomendo produto!,雖然行李箱比我想像的還要小；我很滿意！我推薦該產品！
"Entrega do produto antes do prazo, muito bom",在截止日期前交付產品，非常好
"Produto entregue antes do prazo, como sempre, adoro comprar aqui.",產品提前交付，一如既往，我喜歡在這裡購物。
A chaleira aquece a água rápido... muito boa..a única coisa é que ela diz que apita mas nunca apitou...mas isso não tem problema pq dá p escutar quando está fervendo a água... recomendo!!!,水壺加熱水很快...非常好...唯一的是它說它會吹口哨，但它從來沒有吹過...但這沒問題，因為當水沸騰時你可以聽到它...我推薦它！
"Material entregue em um pacote de papel kraft,recebi a mercadoria com o pacote todo aberto e rasgado.Este tipo de empacotamento nao é recomendado pelos correios.",材料採用牛皮紙包裝交付，我收到的商品包裝完全打開並撕破。郵局不推薦這種類型的包裝。
Depois de mais de 25 dias constatei pelo site que a entrega do produto estava cancelado sem nenhuma explicação do motivo até porque o produto já estava pago. E tive dificuldade para saber o acontecido,超過25天后，我在網站上發現產品的交付已被取消，且沒有任何解釋，特別是因為產品已經付款。我很難知道發生了什麼事。
"O quadro que comprei junto com o relógio não chegou.
O relógio foi entregue sem o quadro.
No aguardo,","我和手錶一起買的畫沒有到達。
手錶交付時沒有框架。
我等不及了，"
Produto ótimo recomendo,我推薦的好產品
Excelente chegou no prazo.,優秀準時到達。
Loja péssima meu produto nunca chegava nem saiu do status aguardando nota fiscal até que desisti da compra e até agora não recebi a informação de ressarcimento,糟糕的商店，我的產品從未到達，也沒有保持等待發票的狀態，直到我放棄購買，直到現在我還沒有收到退款訊息
"Tapete muito fofinho, recomendo!!",非常可愛的地毯，推薦！ ！
Produto entregue antes do prazo e perfeito,產品提前交付且完美
Faltaram duas embalagens,兩個包裹不見了
"Estou precisando do meu produto, pois ja chegou meu berço, preciso o quanto antes.",我需要我的產品，因為我的嬰兒床已經到了，我需要盡快。
"Recebi o produto antes do prazo e com um defeito ocasionado pelo transporte. Contudo, o fornecedor foi super atencioso enviando um novo produto que chegou super rápido.",我提前收到了產品，但由於運輸造成了缺陷。然而，供應商非常細心，送來的新產品非常快。
Entrega Super rápido,超快速交貨
"Não indico pra ninguem, já venceu o prazo e não me deram nenhuma satisfação",我不向任何人推薦它，它已經過期了，他們沒有給我任何滿意的感覺。
"O produto chegou antes do prazo e em perfeitas condições.
Obrigado","產品提前到達且狀況良好。
謝謝"
"O produto chegou como esperado, excelente.",產品如期到達，非常好。
Muito satisfeito com o atendimento,對服務非常滿意
"Não vieram todos os itens, faltou a maleta plastica, o punho auxiliar e limitador de profundidade...e veio sem proteção, chegou a cx tod amassada fiz a reclamação ontem pelo site site, não receberam?",並非所有物品都到達了，塑膠盒、輔助手柄和深度限制器都丟失了……而且它沒有得到保護，到達時盒子完全凹陷了。我昨天透過網站投訴了，他們沒有收到嗎？
"Produto chegou antes do prazo previsto...
E em perfeitas condições!!!!","產品在預計日期之前到達...
且狀況完美！ ！ ！ ！"
Recomendo o produto e vendedor. Tudo ok na compra,我推薦商品和賣家。購買一切正常
"Excelente,chegou 16 dias antes do previsto",非常好，提前 16 天到達
"Produto entregue conforme anuncio, porém com vários defeitos ( quebrado, trincado, peça solta ), e até momento não tive retorno para a devolução ou troca do produto..",產品按廣告交付，但存在一些缺陷（破損、破裂、零件鬆動），而且迄今為止我尚未收到退貨或換貨的回應。
Ainda aguardando o produto,還在等待產品
Parabéns!!!! Chegou antes mesmo do prazo mencionado. Fiquei muito contente. Obrigado!,恭喜！ ！ ！ ！它甚至在提到的截止日期之前就到達了。我很高興。謝謝！
Produto bom. Recomendo.,好產品。我推薦。
Não recebi meu produto e ainda não respondem meus contatos. Horrível essa loja,我還沒有收到我的產品，他們仍然沒有回覆我的聯絡人。這家店太可怕了
Não recebi a mercadoria ainda!! Vou aguardar e depois pedir o ressarcimento.,我還沒收到貨！ ！我會等待，然後要求退款。
Ainda tenho esperança de receber o produto. Aparentemente o problema foi no Correio.,我仍然希望收到產品。顯然問題出在郵局。
"Gostei bastante do produto, pretendo comprar outros no mesmo padrão! 😍 😍",我真的很喜歡這個產品，我打算購買其他相同款式的！ 😍😍
"nao recebi o produto suporte de cone, recebi um totalmente errado todo quebrado . quero a devolucao do meu dinheiro",我沒有收到錐體支撐產品，我收到了錯誤的產品，完全損壞了。我想要回我的錢
Não gostei ! Comprei gato por lebre,我不喜歡它！我買了一頭豬在戳
Ainda nao usei o produto...mas o atendimento foi otimo!!!,我還沒用過這個產品...但是服務很棒！
"São muitos enrolados para fazer a entrega do produto, até agora não recebi o produto.",運送產品很麻煩，到目前為止我還沒有收到產品。
A carabina e muito boa. A maça de mira da carabina e q e ruim. A luneta também e pecima.,步槍非常好。步槍的瞄準鏡很差。邊框也很差。
"O produto não foi enviado, porque eu errei ao digitar o número da minha casa",由於我輸入門牌號碼時出錯，產品未發送
COMPREI DUAS UNIDADES DO PRODUTO E APENAS UMA UNIDADE CHEGOU EM MINHA RESIDÊNCIA. QUERO SABER O QUE ACONTECEU POIS ENTRO EM CONTATO COM A EMPRESA SEM RETORNO,我購買了兩件該產品，但只有一件到達我家。我想知道發生了什麼，因為我聯繫了該公司但沒有回复
"Chegou um pouco amassada, mas nada de mais, e chegou antes do prazo.",它到達時有點皺，但沒什麼大不了的，而且提前到達了。
Foi a pior compra pela internet que fiz até hoje. O pedido foi entregue pela metade. A nota fiscal saiu errada. Estou insatisfeito. Agora é contatar a empresa pra ver se vão mandar o restante.,這是我迄今為止最糟糕的網上購物。訂單已交付一半。發票錯了。我很不滿意。現在是時候聯繫該公司，看看他們是否會發送其餘的了。
"Muito bonito e bem embalado, chegou antes do prazo. Amei",非常漂亮，包裝也很好，提前到達。我愛過
ótima ferramenta para serviços caseiros,家庭作業的好工具
"A Empresa responsável já está enviando o 
produto correto. 
Foram muito atenciosos","負責公司已經發送
正確的產品。 
他們非常細心"
Está cada vez mas ruim,情況變得越來越糟
"Passou do prazo de entrega, demorou.",已經過了交貨日期，花了很長時間。
Atendimento normal,服務正常
"Depois de quase um mês tendo pago a mercadoria, recebo um e-mail da lannister dizendo que a targaryen não tem esse produto disponível. empresa ainda não se posicionou nem fez contato para resolver.",在支付商品近一個月後，我收到蘭尼斯特的一封電子郵件，說坦格利安家族沒有這個產品。該公司尚未採取立場或聯繫來解決該問題。
"este produto que eu comprei, é uma propaganda enganoza, pois o suporte não suporta o peso do cellular.
fica caindo no chão do carro.
gostaria de saber como fico com está situação.
Antonio","我購買的這款產品是誤導性廣告，因為支架無法支撐手機的重量。
掉到汽車地板上。
我想知道我對這種情況有何感受。
安東尼"
